step,hour,scenario,load_kw,solar_kw,net_load_kw,loss_kw,v_bus2,v_bus3,v_bus4,v_bus5,v_bus6,v_min,v_max,v_avg,v_violation,overvoltage,undervoltage,reverse_flow,smart_inv
67,16.75,S2: Low DER 10% (No DERMS),676.32,45.06,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
68,17.0,S2: Low DER 10% (No DERMS),734.02,41.64,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
69,17.25,S2: Low DER 10% (No DERMS),791.7,38.27,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
70,17.5,S2: Low DER 10% (No DERMS),847.46,35.01,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
71,17.75,S2: Low DER 10% (No DERMS),899.28,31.85,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
72,18.0,S2: Low DER 10% (No DERMS),945.11,28.84,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
73,18.25,S2: Low DER 10% (No DERMS),983.06,25.97,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
74,18.5,S2: Low DER 10% (No DERMS),1011.46,23.27,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
75,18.75,S2: Low DER 10% (No DERMS),1029.05,20.75,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
76,19.0,S2: Low DER 10% (No DERMS),1035.0,18.41,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
77,19.25,S2: Low DER 10% (No DERMS),1029.05,16.24,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
78,19.5,S2: Low DER 10% (No DERMS),1011.46,14.26,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
79,19.75,S2: Low DER 10% (No DERMS),983.06,12.46,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
80,20.0,S2: Low DER 10% (No DERMS),945.11,10.83,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
81,20.25,S2: Low DER 10% (No DERMS),899.27,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
82,20.5,S2: Low DER 10% (No DERMS),847.45,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
83,20.75,S2: Low DER 10% (No DERMS),791.68,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
84,21.0,S2: Low DER 10% (No DERMS),734.0,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
85,21.25,S2: Low DER 10% (No DERMS),676.29,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
86,21.5,S2: Low DER 10% (No DERMS),620.24,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
87,21.75,S2: Low DER 10% (No DERMS),567.25,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
88,22.0,S2: Low DER 10% (No DERMS),518.36,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
89,22.25,S2: Low DER 10% (No DERMS),474.29,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
90,22.5,S2: Low DER 10% (No DERMS),435.44,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
91,22.75,S2: Low DER 10% (No DERMS),401.9,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
92,23.0,S2: Low DER 10% (No DERMS),373.53,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
93,23.25,S2: Low DER 10% (No DERMS),350.0,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
94,23.5,S2: Low DER 10% (No DERMS),330.86,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
95,23.75,S2: Low DER 10% (No DERMS),315.58,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
0,0.0,S3: High DER 60% (No DERMS),270.17,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
1,0.25,S3: High DER 60% (No DERMS),270.27,0.0,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
2,0.5,S3: High DER 60% (No DERMS),270.44,0.0,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
3,0.75,S3: High DER 60% (No DERMS),270.69,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
4,1.0,S3: High DER 60% (No DERMS),271.08,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
5,1.25,S3: High DER 60% (No DERMS),271.66,0.0,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
6,1.5,S3: High DER 60% (No DERMS),272.52,0.0,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
7,1.75,S3: High DER 60% (No DERMS),273.75,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
8,2.0,S3: High DER 60% (No DERMS),275.5,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
9,2.25,S3: High DER 60% (No DERMS),277.94,0.0,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
10,2.5,S3: High DER 60% (No DERMS),281.28,0.0,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
11,2.75,S3: High DER 60% (No DERMS),285.79,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
12,3.0,S3: High DER 60% (No DERMS),291.75,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
13,3.25,S3: High DER 60% (No DERMS),299.5,0.0,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
14,3.5,S3: High DER 60% (No DERMS),309.38,0.0,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
15,3.75,S3: High DER 60% (No DERMS),321.77,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
16,4.0,S3: High DER 60% (No DERMS),336.99,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
17,4.25,S3: High DER 60% (No DERMS),355.35,0.0,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
18,4.5,S3: High DER 60% (No DERMS),377.05,0.0,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
19,4.75,S3: High DER 60% (No DERMS),402.19,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
20,5.0,S3: High DER 60% (No DERMS),430.7,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
21,5.25,S3: High DER 60% (No DERMS),462.34,0.0,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
22,5.5,S3: High DER 60% (No DERMS),496.63,0.0,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
23,5.75,S3: High DER 60% (No DERMS),532.89,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
24,6.0,S3: High DER 60% (No DERMS),570.23,60.9,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
25,6.25,S3: High DER 60% (No DERMS),607.56,70.07,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
26,6.5,S3: High DER 60% (No DERMS),643.65,80.22,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
27,6.75,S3: High DER 60% (No DERMS),677.18,91.36,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
28,7.0,S3: High DER 60% (No DERMS),706.84,103.53,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
29,7.25,S3: High DER 60% (No DERMS),731.39,116.72,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
30,7.5,S3: High DER 60% (No DERMS),749.77,130.92,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
31,7.75,S3: High DER 60% (No DERMS),761.15,146.09,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
32,8.0,S3: High DER 60% (No DERMS),765.0,162.2,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
33,8.25,S3: High DER 60% (No DERMS),761.15,179.17,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
34,8.5,S3: High DER 60% (No DERMS),749.77,196.9,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
35,8.75,S3: High DER 60% (No DERMS),731.39,215.29,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
36,9.0,S3: High DER 60% (No DERMS),706.84,234.2,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
37,9.25,S3: High DER 60% (No DERMS),677.18,253.48,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
38,9.5,S3: High DER 60% (No DERMS),643.66,272.94,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
39,9.75,S3: High DER 60% (No DERMS),607.58,292.4,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
40,10.0,S3: High DER 60% (No DERMS),570.26,311.66,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
41,10.25,S3: High DER 60% (No DERMS),532.95,330.49,-0.07,0.248,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0025,0,0,0,1,False
42,10.5,S3: High DER 60% (No DERMS),496.72,348.68,0.72,2.32,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9942,0,0,0,0,False
